,song,lyrics
72,b'DOUG E. FRESH - THE SHOW LYRICS',R: Well tonight on this very mic youre about to hear 
73,b'DOUG E. FRESH - THE SHOW LYRICS',D: So! 
74,b'DOUG E. FRESH - THE SHOW LYRICS',"D: No, youre quite right "
75,b'DOUG E. FRESH - THE SHOW LYRICS',"D: Man you did it again, oh no! "
76,b'DOUG E. FRESH - THE SHOW LYRICS',To rock with (fresh) 
77,b'DOUG E. FRESH - THE SHOW LYRICS',B = Both 
78,b'DOUG E. FRESH - THE SHOW LYRICS',"Here we go, come on "
79,b'DOUG E. FRESH - THE SHOW LYRICS',"And I am, the Original Human Beatbox "
80,b'DOUG E. FRESH - THE SHOW LYRICS',Verse 2 
81,b'DOUG E. FRESH - THE SHOW LYRICS',D: What? 
82,b'DOUG E. FRESH - THE SHOW LYRICS',R: W-w-w-Word 
83,b'DOUG E. FRESH - THE SHOW LYRICS',When I made up the name called the... 
84,b'DOUG E. FRESH - THE SHOW LYRICS',Ricky D is (fresh) 
85,b'DOUG E. FRESH - THE SHOW LYRICS',"Here we go, did we miss the show? "
86,b'DOUG E. FRESH - THE SHOW LYRICS',The human beatbox or the entertainer 
87,b'DOUG E. FRESH - THE SHOW LYRICS',"A-yo Doug, do that record Jam on the Groove "
88,b'DOUG E. FRESH - THE SHOW LYRICS',D: Word Rick? 
89,b'DOUG E. FRESH - THE SHOW LYRICS',G: Come on... 
90,b'DOUG E. FRESH - THE SHOW LYRICS',R: She was raisin hell 
91,b'DOUG E. FRESH - THE SHOW LYRICS',D: No we didnt 
92,b'DOUG E. FRESH - THE SHOW LYRICS',We are (fresh) 
93,b'DOUG E. FRESH - THE SHOW LYRICS',R: Have you ever seen a show with fellas on the mic 
94,b'DOUG E. FRESH - THE SHOW LYRICS',Uh uh on... 
95,b'DOUG E. FRESH - THE SHOW LYRICS',"D: No, hes not in right now "
96,b'DOUG E. FRESH - THE SHOW LYRICS',G = Get Fresh Crew 
97,b'DOUG E. FRESH - THE SHOW LYRICS',Not for the... [fx: Fat Boys style beatbox] 
98,b'DOUG E. FRESH - THE SHOW LYRICS',G: Here we go... 
99,b'DOUG E. FRESH - THE SHOW LYRICS',"R: All alone, no-one to be with "
100,b'DOUG E. FRESH - THE SHOW LYRICS',"She said, oh my name is Maggie but call me Michelle "
101,b'DOUG E. FRESH - THE SHOW LYRICS',D: Slick Rick... 
102,b'DOUG E. FRESH - THE SHOW LYRICS',"D: Nuh nana nana nana, no we didnt "
103,b'DOUG E. FRESH - THE SHOW LYRICS',"Ooh ooh ooh, uh uh on "
104,b'DOUG E. FRESH - THE SHOW LYRICS',Now ya gotta be (fresh) 
105,b'DOUG E. FRESH - THE SHOW LYRICS',In a passing generation I am a remainer 
106,b'DOUG E. FRESH - THE SHOW LYRICS',"B: Bravo! Also, if you didnt know this is called The Show "
107,b'DOUG E. FRESH - THE SHOW LYRICS',R: So I sat beside her 
108,b'DOUG E. FRESH - THE SHOW LYRICS',"D: It was me, my two DJs Chill Will and Barry B "
0,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Smoke out the mouth, clear out the nostrals"
1,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Its the key to life
2,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",That you need in life
3,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Rather do dirt then get dirt, b--ch I make ya sh-t hurt"
4,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",And after you get the f--kin power
5,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Money power respect
6,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","To give back bread, and yall said my money spent"
7,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Hustilin is dead but we still get red, turn the spots in the bakery"
8,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","230, 62"", need funds from you thats like a cat versus a pitbull"
9,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","You scared to blow one, get robbed with your own guns"
10,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Thinkin death, the life seems scarey"
11,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",If I should you were I lived you would think I was hottest
12,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Im tryin to ice my whole caskit when Im gone
13,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Im passin graveyards, seeing people Hail Mary"
14,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Cause yall never gon stop us, I keep my rocks spotless"
15,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Verse Four: DMX
16,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Pull up with class on the Don, once I meet em I greet em"
17,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",If I dont respect you Ima check you
18,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Yo yo yo yo yo nuttin but the hotness, whenever we drop this"
19,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",So I can make this album get back the cats thats weak
20,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Aye yo my whole click bout it bout it
21,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","F--k streets, tryin to own the island forget about woulin"
22,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Intro: Lil Kim
23,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",chorus (Lil Kim overlaps last line)
24,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Get em up, set em up"
25,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Turn the light out, scream!"
26,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Get em up, spit em up"
27,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","You can see me on Optimum TV, or in the bathroom"
28,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",I really love here but Im still a hostage
29,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","See I believe in money, power and respect"
30,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Till you layin, so where the junkyard decayin"
31,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Tri ridin, in the car that be glidin"
32,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Im special, and if you like workin out then Im gon strech you"
33,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Youll be eatin right
34,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","And Hell is hot, only cause Im here now baby"
35,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Can I get mine, is it gone"
36,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Lil Kim
37,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","But its in the bed, so when the feds come the dogs cant get a scent"
38,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Then my motherfuckin trigga, did I?"
39,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",And yall aint got nothing for me
40,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Verse One: Sheek
41,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Bloody Mary, one two three"
42,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",You get the f--kin ni--az to respect you
43,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Sling dick to the chicks who that dont speak English
44,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Come back, probably jet, live on set"
45,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Right before I wet you, I sneeze on tracks and bless you"
46,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Walk straight up the end, Im done with ice and charms"
47,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Yall ni--az know my skills, ask from the grills"
48,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Just sittin up in the trunk startin to rot
49,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Now resurect me back to this cat called Sheek
50,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Wake up to Trinidad, like f---in Im rich"
51,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","I aint chillin, till Im out"
52,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Verse Three: Jadakiss
53,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Cause on Earth I was getttin bored
54,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",That Im the hotess thing on the streets
55,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",You can sleep at night
56,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",And if I dont kiss you Im gon peck you
57,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",(arff! arff!) This is the beat that I can freak it
58,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",We take yours while you pout about it
59,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Money, Power, Respect"
60,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Monotnis, for yall to keep hatin"
61,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Parash you and race my man in mild climate
62,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Red em up, then watch them come"
63,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Gun, no flip for, keep hunger"
64,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Sheek aint ya usual friend, but I can set you up like Kaiser"
65,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Then you get the motherf--kin power
66,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Just drop the reals, plus the ni--a with the ill"
67,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Miscellaneous
68,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",(clock tickin) Only time can tell how the clock tick
69,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Youll see the light
70,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Two personallities, check the posture"
71,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","And my ho-s topless, take time try to figure out who The Lox is?"
72,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","And my story, self explainitory"
73,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","And let off up in a n--a, specially if he think he bigga"
74,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Then step back, like I did work"
75,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Moms at home prayin, till you comin home but you not"
76,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Its goin down baby, peep the four pound baby"
77,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",And plan for the future cause you figure you gon be older
78,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",When way longer then ya gon be younger
79,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Called out ten diamonds, twenty five thousand a peice"
80,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Kiss his feet for freedom, tell him thank you Lord"
81,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",Verse Two: Styles
82,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",DMX representin one time its on
83,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",First you the money
84,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Spare no one, keep rhymes like Shogun"
85,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",chorus (Lil Kim)
86,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'",If you can sh-t go out and spit bragoits
87,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","This aint no fu--in game, whatcha think Im playin"
88,"b'LIL KIM - MONEY, POWER, RESPECT LYRICS'","Truck, step out the Horace wanna crowd around it"
0,b'LL COOL J - I NEED LOVE LYRICS',Holding in my laugh as I say that I love you
1,b'LL COOL J - I NEED LOVE LYRICS',"I can feel it inside, I cant explain how it feels"
2,b'LL COOL J - I NEED LOVE LYRICS',To always be considerate and do all I can
3,b'LL COOL J - I NEED LOVE LYRICS',And the warmth that is created by a girl and a boy
4,b'LL COOL J - I NEED LOVE LYRICS',Coz I said to myself look what youve done to her
5,b'LL COOL J - I NEED LOVE LYRICS',And in the back of my mind I hear my conscience call
6,b'LL COOL J - I NEED LOVE LYRICS',Protect you youre my lady and you mean so much
7,b'LL COOL J - I NEED LOVE LYRICS',My body tingles all over from the slightest touch of your hand
8,b'LL COOL J - I NEED LOVE LYRICS',A play boy on the run I need something thats stronger
9,b'LL COOL J - I NEED LOVE LYRICS',"Saying amor, kissing you on the ear"
10,b'LL COOL J - I NEED LOVE LYRICS',Playing make believe pretending that Im true
11,b'LL COOL J - I NEED LOVE LYRICS',"Damn sure you aint in my closet, or under my rug"
12,b'LL COOL J - I NEED LOVE LYRICS',Whispering I love you and Ill always be here
13,b'LL COOL J - I NEED LOVE LYRICS',This whole experience has been such a revelation
14,b'LL COOL J - I NEED LOVE LYRICS',"Ill give you a rose, pull out your chair before we eat"
15,b'LL COOL J - I NEED LOVE LYRICS',All I know is that Ill never dish another raw deal
16,b'LL COOL J - I NEED LOVE LYRICS',Were so in love when we hug we become paralyzed
17,b'LL COOL J - I NEED LOVE LYRICS',"Girl, listen to me"
18,b'LL COOL J - I NEED LOVE LYRICS',Youre as soft as a pillow and Im as hard as steel
19,b'LL COOL J - I NEED LOVE LYRICS',"Friendship, trust honor respect admiration"
20,b'LL COOL J - I NEED LOVE LYRICS',I cant sit and wait for my princess to arrive
21,b'LL COOL J - I NEED LOVE LYRICS',"You can scratch my back, well get cozy and huddle"
22,b'LL COOL J - I NEED LOVE LYRICS',Telling me I need a girl whos as sweet as a dove
23,b'LL COOL J - I NEED LOVE LYRICS',Romance sheer delight how sweet
24,b'LL COOL J - I NEED LOVE LYRICS',"For the first time in my life, I see I need love"
25,b'LL COOL J - I NEED LOVE LYRICS',A desire for true love floating around
26,b'LL COOL J - I NEED LOVE LYRICS',But where you at youre neither here or there
27,b'LL COOL J - I NEED LOVE LYRICS',I swear to you this is something Ill never forget
28,b'LL COOL J - I NEED LOVE LYRICS',"Cant you hear it in my voice, I need love bad"
29,b'LL COOL J - I NEED LOVE LYRICS',And half of me deserves to be this way till Im old
30,b'LL COOL J - I NEED LOVE LYRICS',There I was giggling about the games
31,b'LL COOL J - I NEED LOVE LYRICS',Take the chance with my love and youll find out what I mean
32,b'LL COOL J - I NEED LOVE LYRICS',Fantasys can run but they cant hide
33,b'LL COOL J - I NEED LOVE LYRICS',Ive got money but loves something Ive never had
34,b'LL COOL J - I NEED LOVE LYRICS',This love search is really making me bug
35,b'LL COOL J - I NEED LOVE LYRICS',"I wanna kiss you, hold you never scold you just love you"
36,b'LL COOL J - I NEED LOVE LYRICS',But the other half needs affection and joy
37,b'LL COOL J - I NEED LOVE LYRICS',And when I find you Im gon pour all my love inside
38,b'LL COOL J - I NEED LOVE LYRICS',See what I mean Ive changed Im no longer
39,b'LL COOL J - I NEED LOVE LYRICS',I love you more than a man whos ten feet tall
40,b'LL COOL J - I NEED LOVE LYRICS',Till we meet face to face and you tell me youre mine
41,b'LL COOL J - I NEED LOVE LYRICS',That I had played with many hearts and Im not saying no names
42,b'LL COOL J - I NEED LOVE LYRICS',And if you wanna give it to me girl make yourself seen
43,b'LL COOL J - I NEED LOVE LYRICS',I swear I cant find you anywhere
44,b'LL COOL J - I NEED LOVE LYRICS',Ill search the whole world for that special girl
45,b'LL COOL J - I NEED LOVE LYRICS',I could go on forever telling you what I do
46,b'LL COOL J - I NEED LOVE LYRICS',"Suck on you neck, caress you and rub you"
47,b'LL COOL J - I NEED LOVE LYRICS',And understand Ill be frozen in time
48,b'LL COOL J - I NEED LOVE LYRICS',"Fantasies, they go through my mind"
49,b'LL COOL J - I NEED LOVE LYRICS',Its deja vu whenever Im with you
50,b'LL COOL J - I NEED LOVE LYRICS',Id watch the sunrise in your eyes
51,b'LL COOL J - I NEED LOVE LYRICS',When I finally find you watch our love unfurl
52,b'LL COOL J - I NEED LOVE LYRICS',"And if you know who you are, why dont you make yourself seen"
53,b'LL COOL J - I NEED LOVE LYRICS',Ill lay down my jacket so you can walk over a puddle
54,b'LL COOL J - I NEED LOVE LYRICS',I gotta find me a girl to make my life complete
55,b'LL COOL J - I NEED LOVE LYRICS',I need your ruby red lips sweet face and all
56,b'LL COOL J - I NEED LOVE LYRICS',"Its like a dream land, I cant lie I never been there"
57,b'LL COOL J - I NEED LOVE LYRICS',Maybe this is an experience that me and you can share
58,b'LL COOL J - I NEED LOVE LYRICS',And Ive come to realize that I need true love
59,b'LL COOL J - I NEED LOVE LYRICS',Inside my soul because my soul is cold
60,b'LL COOL J - I NEED LOVE LYRICS',"When I be sittin in my room all alone, staring at the wall"
61,b'LL COOL J - I NEED LOVE LYRICS',"Ill be waiting, I love you"
62,b'LL COOL J - I NEED LOVE LYRICS',"Then the thought occurred, tear drops made my eyes burn"
63,b'LL COOL J - I NEED LOVE LYRICS',I need love
64,b'LL COOL J - I NEED LOVE LYRICS',Kiss you on the cheek and say ooo girl youre so sweet
65,b'LL COOL J - I NEED LOVE LYRICS',When Im alone in my room sometimes I stare at the wall
66,b'LL COOL J - I NEED LOVE LYRICS',I gotta struggle and fight to keep my dream alive
67,b'LL COOL J - I NEED LOVE LYRICS',Our bodies explode in ecstasy unreal
68,b'LL COOL J - I NEED LOVE LYRICS',If I find you girl I swear Ill be a good man
69,b'LL COOL J - I NEED LOVE LYRICS',Its taught me love and how to be a real man
70,b'LL COOL J - I NEED LOVE LYRICS',Although I often reminisce I cant believe that I found
71,b'LL COOL J - I NEED LOVE LYRICS',Im not gonna leave it in destinys hands
72,b'LL COOL J - I NEED LOVE LYRICS',Grind moan and never be alone
73,b'LL COOL J - I NEED LOVE LYRICS',Clean and unsoiled yet sweaty and wet
74,b'LL COOL J - I NEED LOVE LYRICS',If youre not standing next to me youre on the phone
0,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Thats right, thats right  "
1,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Firm nigga, we posed to be the illest on 3 coasts  "
2,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Close your eyes as you ride,right out your socks  "
3,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Throw ya face in it, f...-a nana, yall cant touch-a  "
4,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Double, lose his mind as he grind in the tunnel  "
5,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""", 
6,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",(rpt 1) 
7,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Can ya throw it like a quarter-back,third in the lot? "
8,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",(rpt 1)
9,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Word middie the cop n biddie...Im the bomdigi  
10,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Your finest style right away its the fit  
11,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Make em turn over from the full-court pressure to undress  
12,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Tell me, how nasty can you get all the way  "
13,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",No shark in this year raise it bigger  
14,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Wanna taste the shit put me on a basin  
15,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",My sex drive all night like a trucker  
16,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Im tryin to run G from the p.m to the a.m  
17,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",From the hood to your neck of the woods  
18,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Wanna gimme the cash he made off his last bundle  
19,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Dig me,now get your lot like Biggie, like Irv in the spot  "
20,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Im in excess, not inexpensive DVS to the 2  "
21,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Thats just the way Im built, nasty...what, classy still  "
22,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","I saw your little thing now im swayin, OK in  "
23,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",See by these mils I posess never settle for less  
24,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Dont shake your sassy ass in front of me  
25,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Nana take over, yall take hold, its through papa "
26,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Im rollin for Lana, dripped in Gabbana, 90s style  "
27,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Let alone the skills I posess, and yall gone  "
28,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","How we do, yeah, Ill nana uh huh, uh, come on... "
29,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Ya and shit all over your asses I aint playin knockin  
30,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Miscellaneous
31,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Familie, bigga than Icos  "
32,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Punana, sexy brown thing,uh, maddonya  "
33,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",15 percent make the whole world sit up and take notice  
34,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Well you can ho what I got, roll wit the rock  "
35,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Yeah, Danny DeVito, small nigga, ?????? thats all niggas  "
36,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Im too live, nasty as I wanna be  "
37,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Foxy Brown F/ Jay-Z
38,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","What up pop, brace yourself as I ride on top  "
39,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Nasty-girl dont pass me the world, I push to be  "
40,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Its ripped one things for sure Ill Be There  
41,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Fella cap-o in the candy apple drop  
42,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Before i take you there and tear your back out  
43,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Will tears fall to your ears if i dont stop,  "
44,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",That shit aint happened since the mack was out  
45,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","She floats, murder she wrote, and keeps the heat close  "
46,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","Out at the ?? Im seein, so whats the sense in delayin  "
47,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""","1-Uh, straight out the gate yall, we drop hits  "
48,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Not the back-seat girl dont deep throat ???  
49,"b""FOXY BROWN F/ JAY-Z - I'LL BE LYRICS""",Ill Be
0,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Chop that down, pass it all around"
1,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Yeah, from the home of the dodgers, Brooklyn squad"
2,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""",You gotta have the one killer bee and he aint gonna kill now
3,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Lyrics get hard, quick cement to the ground"
4,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Shi-shimmy shi-shimmy shimmy ya, shimmy yam, shimmy yay"
5,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""",For you to even touch my skill
6,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""",For any MC in any 52 states
7,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Hey, baby, I like it raw"
8,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""",I gets psycho killer Norman Bates
9,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","My producer slam, my flow is like bam"
10,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Yeah baby, I like it raw"
11,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","My producer slam, sharp like bam"
12,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Off on a natural charge, Bon Voyage"
13,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Shi-shimmy shimmy ya, yeah"
14,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Ooh, baby, I like it raw"
15,"b""OL' DIRTY BASTARD - SHIMMY SHIMMY YA LYRICS""","Shi-shimmy shimmy ya, shimmy yam, shimmy yay"
